"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"1123.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1124.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1125.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1126.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1127.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1128.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1129.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1130.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1131.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1132.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1133.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1134.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1135.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1136.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1137.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1138.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1139.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1140.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1141.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1142.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1143.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1144.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1145.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1146.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1147.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1148.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1149.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1150.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1151.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1152.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1153.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1154.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1155.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1156.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1157.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1158.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1159.png	Exium	Esomeprazole	headache"," nausea	Exium contains Esomeprazole for headache", nausea. It is a proton pump inhibitor that reduces stomach acid.
"1160.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1161.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1162.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1163.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1164.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1165.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1166.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1167.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1168.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1169.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1170.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1171.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1172.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1173.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1174.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1175.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1176.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1177.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1178.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1179.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1180.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1181.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1182.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1183.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1184.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1185.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1186.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1187.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1188.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1189.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1190.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1191.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1192.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1193.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1194.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1195.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1196.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1197.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1198.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1199.png	Fenadin	Fexofenadine Hydrochloride	sneezing"," runny nose	Fenadin contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1200.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1201.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1202.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1203.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1204.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1205.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1206.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1207.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1208.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1209.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
"1210.png	Fexofast	Fexofenadine Hydrochloride	sneezing"," runny nose	Fexofast contains Fexofenadine Hydrochloride for sneezing", runny nose. It is a non-sedating antihistamine for allergy relief.
